1d_timestamp,1d_open,1d_high,1d_low,1d_close,1d_volume
1632096000000,47252.31,47338.82,42523.37,43049.82,531.465973
1632182400000,43049.82,43600.3,39632.1,40717.22,768.442768
1632268800000,40717.22,43989.99,40572.28,43514.57,368.823524
1632355200000,43514.57,44931.18,43043.57,44811.07,294.205773
1632441600000,44811.07,45100.99,40735.01,42804.98,472.905144
1632528000000,42804.98,42950.69,41642.65,42665.0,191.811663
1632614400000,42665.0,43876.81,40767.63,43127.93,324.542433
1632700800000,43127.93,44285.56,42112.08,42149.18,244.021722
1632787200000,42149.18,42753.37,40884.38,41028.29,254.164305
1632873600000,41028.29,42577.27,40769.0,41512.51,301.226587
1632960000000,41512.51,44067.0,41402.52,43801.54,335.265109
1633046400000,43801.54,48420.0,43283.41,48114.61,525.125568
1633132800000,48114.61,48252.31,47394.19,47641.01,263.122172
1633219200000,47641.01,49240.0,47099.99,48200.0,257.724141
1633305600000,48200.0,49490.0,46930.65,49245.76,913.675792
1633392000000,49245.76,51870.0,49043.88,51473.85,1028.261671
1633478400000,51473.85,55750.0,50400.0,55300.01,1100.045644
1633564800000,55300.01,55313.68,53422.04,53801.17,774.557183
